id,transfer date,month,year,transfer season,from club name,to club name,transfer fee,market value,player name,,country,position,team,league,age,birth year,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
463618,2024,7,10,24/25,OGC Nice,Juventus,20600000,35000000,Khéphren Thuram,,fr FRA,MF,Nice,fr Ligue 1,22,2001,27,25,2108,23.4,1,1,2,1,0,0,7,0,3.4,3.4,3.7,7,67,104,57,0.04,0.04,0.09,0.04,0.09,0.14,0.16,0.3,0.14,0.3
683895,2025,1,9,24/25,Stade Reims,Wolves,20000000,10000000,Emmanuel Agbadou,,ci CIV,DF,Reims,fr Ligue 1,26,1997,32,29,2596,28.8,1,1,2,1,0,0,1,0,2.4,2.4,1.5,3.8,42,179,19,0.03,0.03,0.07,0.03,0.07,0.08,0.05,0.13,0.08,0.13
357992,2024,8,22,24/25,Torino,Atalanta BC,20000000,15000000,Raoul Bellanova,,it ITA,DF,Torino,it Serie A,23,2000,37,36,3046,33.8,1,7,8,1,0,0,5,0,2,2,5,7.1,141,98,202,0.03,0.21,0.24,0.03,0.24,0.06,0.15,0.21,0.06,0.21
569598,2024,8,17,24/25,Monaco,AC Milan,20000000,30000000,Youssouf Fofana,,fr FRA,MF,Monaco,fr Ligue 1,24,1999,32,31,2697,30,4,4,8,4,0,0,3,0,5,5,3.4,8.4,53,249,86,0.13,0.13,0.27,0.13,0.27,0.17,0.11,0.28,0.17,0.28
442891,2024,7,18,24/25,Stade Rennais,B. Leverkusen,20000000,20000000,Martin Terrier,,fr FRA,"FW,MF",Rennes,fr Ligue 1,26,1997,24,19,1527,17,7,3,10,7,0,0,2,1,5.2,5.2,2.6,7.8,28,58,112,0.41,0.18,0.59,0.41,0.59,0.31,0.15,0.46,0.31,0.46
711544,2024,7,30,24/25,Olympique Lyon,Everton,19500000,12000000,Jake O'Brien,,ie IRL,DF,Lyon,fr Ligue 1,22,2001,27,27,2369,26.3,4,2,6,4,0,0,4,1,3.6,3.6,1.1,4.7,15,68,2,0.15,0.08,0.23,0.15,0.23,0.14,0.04,0.18,0.14,0.18
433049,2024,7,24,24/25,Sevilla FC,Fenerbahce,19500000,20000000,Youssef En,,ma MAR,FW,Sevilla,es La Liga,26,1997,33,28,2570,28.6,16,2,18,15,1,1,4,0,10.8,10,1.3,11.3,17,17,81,0.56,0.07,0.63,0.53,0.6,0.38,0.04,0.42,0.35,0.4
418659,2025,1,31,24/25,Stade Rennais,Marseille,19000000,20000000,Amine Gouiri,,dz ALG,"FW,MF",Rennes,fr Ligue 1,23,2000,31,24,2067,23,7,3,10,7,0,0,2,0,7.4,7.3,1.7,9.1,59,82,185,0.3,0.13,0.44,0.3,0.44,0.32,0.08,0.4,0.32,0.39
729814,2024,7,18,24/25,FC Metz,Olympique Lyon,18500000,20000000,Georges Mikautadze,,ge GEO,FW,Metz,fr Ligue 1,22,2000,20,20,1747,19.4,13,4,17,10,3,3,0,1,9.5,7.2,2.4,9.5,52,51,95,0.67,0.21,0.88,0.52,0.72,0.49,0.12,0.61,0.37,0.49
414908,2025,2,3,24/25,Stade Reims,Wolves,18000000,10000000,Marshall Munetsi,,zw ZIM,MF,Reims,fr Ligue 1,27,1996,27,25,2173,24.1,4,3,7,4,0,0,5,0,6.2,6.2,1,7.2,19,67,81,0.17,0.12,0.29,0.17,0.29,0.26,0.04,0.3,0.26,0.3
434224,2024,8,30,24/25,VfL Wolfsburg,Crystal Palace,18000000,20000000,Maxence Lacroix,,fr FRA,DF,Wolfsburg,de Bundesliga,23,2000,28,27,2362,26.2,4,1,5,4,0,0,5,3,0.8,0.8,0.8,1.7,5,79,5,0.15,0.04,0.19,0.15,0.19,0.03,0.03,0.06,0.03,0.06
748319,2024,8,28,24/25,Southampton,Flamengo,18000000,15000000,Carlos Alcaraz,,ar ARG,MF,Juventus,it Serie A,20,2002,10,3,380,4.2,0,1,1,0,0,0,0,0,0.4,0.4,0.1,0.5,6,27,9,0,0.24,0.24,0,0.24,0.09,0.03,0.12,0.09,0.12
484988,2024,8,22,24/25,Toulouse,Villarreal,18000000,12000000,Logan Costa,,cv CPV,DF,Toulouse,fr Ligue 1,22,2001,31,29,2650,29.4,1,1,2,1,0,0,6,0,1.4,1.4,0.6,2,19,145,14,0.03,0.03,0.07,0.03,0.07,0.05,0.02,0.07,0.05,0.07
552057,2024,8,17,24/25,B. Leverkusen,TSG Hoffenheim,18000000,12000000,Adam Hlozek,,cz CZE,"MF,FW",Leverkusen,de Bundesliga,21,2002,23,5,459,5.1,2,3,5,2,0,0,1,0,3.1,3.1,0.9,4,14,13,33,0.39,0.59,0.98,0.39,0.98,0.6,0.18,0.78,0.6,0.78
270541,2024,7,18,24/25,VfB Stuttgart,Bor. Dortmund,18000000,40000000,Serhou Guirassy,,gn GUI,FW,Stuttgart,de Bundesliga,27,1996,28,25,2208,24.5,28,3,31,24,4,4,0,0,20.8,17.6,6.6,24.2,32,56,183,1.14,0.12,1.26,0.98,1.1,0.85,0.27,1.12,0.72,0.99
623570,2024,7,3,24/25,Marseille,Everton,18000000,15000000,Iliman Ndiaye,,sn SEN,"FW,MF",Marseille,fr Ligue 1,23,2000,30,19,1618,18,3,3,6,3,0,0,0,1,4.5,4.5,2.6,7.1,51,62,152,0.17,0.17,0.33,0.17,0.33,0.25,0.15,0.39,0.25,0.39
261504,2024,7,1,24/25,Girona,B. Leverkusen,18000000,25000000,Aleix García,,es ESP,MF,Girona,es La Liga,26,1997,37,36,3199,35.5,3,6,9,3,0,0,4,1,1.8,1.8,5.5,7.3,58,294,52,0.08,0.17,0.25,0.08,0.25,0.05,0.16,0.21,0.05,0.21
381963,2024,7,1,24/25,KRC Genk,Burnley,18000000,12000000,Mike Trésor,,be BEL,"FW,MF",Burnley,eng Premier League,24,1999,16,3,420,4.7,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.9,15,10,31,0,0,0,0,0,0.1,0.08,0.18,0.1,0.18
533662,2024,8,16,24/25,Aston Villa,Southampton,17600000,13000000,Cameron Archer,,eng ENG,"FW,MF",Sheffield Utd,eng Premier League,22,2001,29,21,1832,20.4,4,1,5,4,0,0,1,0,5.5,5.5,2.8,8.3,33,15,113,0.2,0.05,0.25,0.2,0.25,0.27,0.14,0.41,0.27,0.41
477758,2024,8,13,24/25,Man Utd,West Ham,17600000,20000000,Aaron Wan,,eng ENG,DF,Manchester Utd,eng Premier League,25,1997,22,20,1780,19.8,0,2,2,0,0,0,4,0,0.1,0.1,1.5,1.6,30,77,54,0,0.1,0.1,0,0.1,0.01,0.08,0.08,0.01,0.08
533662,2024,7,11,24/25,Sheff Utd,Aston Villa,16650000,13000000,Cameron Archer,,eng ENG,"FW,MF",Sheffield Utd,eng Premier League,22,2001,29,21,1832,20.4,4,1,5,4,0,0,1,0,5.5,5.5,2.8,8.3,33,15,113,0.2,0.05,0.25,0.2,0.25,0.27,0.14,0.41,0.27,0.41
251106,2024,7,1,24/25,Getafe,Bournemouth,16500000,18000000,Enes Ünal,,tr TUR,"FW,MF",Bournemouth,eng Premier League,26,1997,16,2,328,3.6,2,2,4,2,0,0,1,0,2.9,2.9,1,3.9,4,7,28,0.55,0.55,1.1,0.55,1.1,0.8,0.28,1.07,0.8,1.07
709726,2024,7,1,24/25,Paris SG,E. Frankfurt,16500000,20000000,Hugo Ekitiké,,fr FRA,FW,Paris S-G,fr Ligue 1,21,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0.3,0.3,0,0.3
1005240,2024,8,11,24/25,Toulouse,Monaco,16000000,9000000,Christian Mawissa,,fr FRA,DF,Toulouse,fr Ligue 1,18,2005,17,12,1118,12.4,2,0,2,2,0,0,3,0,1,1,0.3,1.3,26,39,11,0.16,0,0.16,0.16,0.16,0.08,0.02,0.1,0.08,0.1
457736,2024,7,1,24/25,Hellas Verona,Lazio,15900000,10000000,Tijjani Noslin,,nl NED,"FW,MF",Hellas Verona,it Serie A,24,1999,17,17,1339,14.9,5,4,9,5,0,0,2,0,3.6,3.6,2.2,5.8,29,26,94,0.34,0.27,0.6,0.34,0.6,0.24,0.14,0.39,0.24,0.39
890290,2024,7,30,24/25,Juventus,Bournemouth,15200000,10000000,Dean Huijsen,,es ESP,DF,Roma,it Serie A,18,2005,13,4,509,5.7,2,0,2,2,0,0,4,0,0.4,0.4,0.1,0.5,4,18,15,0.35,0,0.35,0.35,0.35,0.07,0.01,0.08,0.07,0.08
395237,2025,1,12,24/25,Olympique Lyon,Como,15000000,15000000,Maxence Caqueret,,fr FRA,MF,Lyon,fr Ligue 1,23,2000,34,34,3022,33.6,1,3,4,1,0,0,1,0,2.1,2.1,6,8.1,70,286,96,0.03,0.09,0.12,0.03,0.12,0.06,0.18,0.24,0.06,0.24
991268,2024,8,23,24/25,Atlético Madrid,FC Porto,15000000,35000000,Samu Aghehowa,,es ESP,FW,Alavés,es La Liga,19,2004,34,21,1918,21.3,8,1,9,8,0,0,6,0,10.8,10.8,1.3,12,30,18,100,0.38,0.05,0.42,0.38,0.42,0.51,0.06,0.56,0.51,0.56
340456,2024,8,13,24/25,Bayern Munich,Man Utd,15000000,30000000,Noussair Mazraoui,,ma MAR,DF,Bayern Munich,de Bundesliga,25,1997,19,15,1197,13.3,0,3,3,0,0,0,3,0,0.9,0.9,1.8,2.6,34,103,79,0,0.23,0.23,0,0.23,0.07,0.13,0.2,0.07,0.2
476344,2024,8,12,24/25,Tottenham,AC Milan,15000000,18000000,Emerson Royal,,br BRA,DF,Tottenham,eng Premier League,24,1999,22,11,1161,12.9,1,0,1,1,0,0,4,0,0.2,0.2,0.4,0.6,21,57,35,0.08,0,0.08,0.08,0.08,0.02,0.03,0.05,0.02,0.05
410225,2024,8,1,24/25,Marseille,Crystal Palace,15000000,18000000,Ismaïla Sarr,,sn SEN,"FW,MF",Marseille,fr Ligue 1,25,1998,23,15,1447,16.1,3,4,7,3,0,0,1,0,3.2,3.2,2.5,5.7,49,36,152,0.19,0.25,0.44,0.19,0.44,0.2,0.15,0.35,0.2,0.35
918969,2024,7,30,24/25,FC Metz,Monaco,15000000,10000000,Lamine Camara,,sn SEN,MF,Metz,fr Ligue 1,19,2004,31,26,2255,25.1,1,4,5,1,0,1,3,0,2.2,1.4,3.3,4.7,23,97,69,0.04,0.16,0.2,0.04,0.2,0.09,0.13,0.22,0.06,0.19
538964,2024,7,23,24/25,Toulouse,Bologna,15000000,18000000,Thijs Dallinga,,nl NED,FW,Toulouse,fr Ligue 1,22,2000,33,28,2510,27.9,14,2,16,13,1,3,6,0,14.1,11.8,1.2,13,32,38,164,0.5,0.07,0.57,0.47,0.54,0.51,0.04,0.55,0.42,0.47
282144,2024,7,19,24/25,Lecce,Fiorentina,15000000,7000000,Marin Pongračić,,hr CRO,DF,Lecce,it Serie A,25,1997,36,36,3219,35.8,0,0,0,0,0,0,10,1,1.2,1.2,0.4,1.5,45,134,7,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04
689637,2024,7,2,24/25,Real Betis,Crystal Palace,15000000,15000000,Chadi Riad,,ma MAR,DF,Betis,es La Liga,20,2003,26,24,2164,24,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.9,4,34,1,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04
919515,2024,7,1,24/25,Stade Rennais,B. Leverkusen,15000000,10000000,Jeanuël Belocian,,fr FRA,DF,Rennes,fr Ligue 1,18,2005,23,16,1448,16.1,0,1,1,0,0,0,0,0,0.5,0.5,0.4,0.9,16,60,37,0,0.06,0.06,0,0.06,0.03,0.02,0.06,0.03,0.06
290532,2024,7,1,24/25,West Ham,Olympique Lyon,14400000,20000000,Saïd Benrahma,,dz ALG,"FW,MF",West Ham,eng Premier League,27,1995,13,5,620,6.9,0,1,1,0,0,1,1,0,1.8,1,1.4,2.5,28,28,70,0,0.15,0.15,0,0.15,0.27,0.21,0.47,0.15,0.36
401320,2024,8,25,24/25,Burnley,Ipswich,14200000,7000000,Dara O'Shea,,ie IRL,DF,Burnley,eng Premier League,24,1999,33,32,2892,32.1,3,4,7,3,0,0,5,1,0.7,0.7,2,2.7,32,122,10,0.09,0.12,0.22,0.09,0.22,0.02,0.06,0.08,0.02,0.08
191056,2025,1,8,24/25,Lens,Stade Rennais,14000000,15000000,Brice Samba,,fr FRA,GK,Lens,fr Ligue 1,29,1994,33,33,2970,33,0,0,0,0,0,0,3,0,0,0,0.2,0.2,0,4,0,0,0,0,0,0,0,0.01,0.01,0,0.01
423744,2024,8,30,24/25,Brighton,Napoli,14000000,18000000,Billy Gilmour,,sct SCO,MF,Brighton,eng Premier League,22,2001,30,24,2120,23.6,0,1,1,0,0,0,8,1,1,1,2,3,39,193,33,0,0.04,0.04,0,0.04,0.04,0.09,0.13,0.04,0.13
461833,2024,7,9,24/25,Atalanta BC,Leicester,14000000,8000000,Caleb Okoli,,it ITA,DF,Frosinone,it Serie A,22,2001,34,32,2914,32.4,0,1,1,0,0,0,9,0,0.6,0.6,0.8,1.4,22,118,4,0,0.03,0.03,0,0.03,0.02,0.02,0.04,0.02,0.04
581672,2024,7,1,24/25,Juventus,Aston Villa,14000000,13000000,Samuel Iling,,eng ENG,"DF,MF",Juventus,it Serie A,19,2003,24,4,810,9,1,2,3,1,0,0,1,0,0.7,0.7,1.3,2,29,25,64,0.11,0.22,0.33,0.11,0.33,0.08,0.14,0.23,0.08,0.23
388516,2024,7,9,24/25,Genoa,Inter,13500000,8000000,Josep Martínez,,es ESP,GK,Genoa,it Serie A,25,1998,36,36,3239,36,0,0,0,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
585982,2024,7,1,24/25,Monza,Inter,13250000,22000000,Carlos Augusto,,br BRA,DF,Inter,it Serie A,24,1999,37,14,1725,19.2,0,3,3,0,0,0,1,0,1,1,2.8,3.9,42,54,88,0,0.16,0.16,0,0.16,0.05,0.15,0.2,0.05,0.2
523318,2025,2,3,24/25,Celta de Vigo,Como,13000000,5000000,Anastasios Douvikas,,gr GRE,FW,Celta Vigo,es La Liga,23,1999,32,7,905,10.1,7,1,8,7,0,0,2,0,4.6,4.6,1.3,5.9,10,13,53,0.7,0.1,0.8,0.7,0.8,0.46,0.13,0.59,0.46,0.59
690799,2025,2,3,24/25,VfB Stuttgart,Stade Rennais,13000000,10000000,Anthony Rouault,,fr FRA,DF,Stuttgart,de Bundesliga,22,2001,22,11,1010,11.2,0,2,2,0,0,0,3,0,0.1,0.1,0.8,0.9,8,68,10,0,0.18,0.18,0,0.18,0.01,0.07,0.08,0.01,0.08
368891,2025,2,2,24/25,Stade Rennais,E. Frankfurt,13000000,20000000,Arthur Theate,,be BEL,DF,Rennes,fr Ligue 1,23,2000,28,27,2296,25.5,2,0,2,2,0,0,4,0,1.9,1.9,0.8,2.7,33,151,24,0.08,0,0.08,0.08,0.08,0.07,0.03,0.11,0.07,0.11
622380,2025,2,2,24/25,Chelsea,Torino,13000000,10000000,Cesare Casadei,,it ITA,"FW,MF",Chelsea,eng Premier League,20,2003,11,0,79,0.9,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,3,3,0,0,0,0,0,0,0.12,0.12,0,0.12
128223,2024,7,19,24/25,Atlético Madrid,AC Milan,13000000,16000000,Álvaro Morata,,es ESP,FW,Atlético Madrid,es La Liga,30,1992,32,21,1904,21.2,15,3,18,15,0,1,4,1,13.8,12.9,1.7,14.6,22,20,88,0.71,0.14,0.85,0.71,0.85,0.65,0.08,0.73,0.61,0.69
364135,2024,7,9,24/25,Juventus,Fiorentina,13000000,14000000,Moise Kean,,it ITA,FW,Juventus,it Serie A,23,2000,19,8,654,7.3,0,0,0,0,0,0,2,0,2.1,2.1,0.7,2.8,12,6,38,0,0,0,0,0,0.28,0.1,0.38,0.28,0.38
465830,2024,7,1,24/25,Marseille,Lazio,13000000,25000000,Mattéo Guendouzi,,fr FRA,MF,Lazio,it Serie A,24,1999,33,27,2367,26.3,2,3,5,2,0,0,3,1,1.6,1.6,2.3,3.9,46,119,79,0.08,0.11,0.19,0.08,0.19,0.06,0.09,0.15,0.06,0.15
713644,2024,7,1,24/25,Granada CF,Bayern Munich,13000000,12000000,Bryan Zaragoza,,es ESP,"MF,FW",Granada,es La Liga,22,2001,21,18,1638,18.2,6,2,8,5,1,1,5,0,3.8,3,3.3,6.3,100,36,127,0.33,0.11,0.44,0.27,0.38,0.21,0.18,0.39,0.16,0.35
729814,2024,7,1,24/25,Ajax,FC Metz,13000000,15000000,Georges Mikautadze,,ge GEO,FW,Metz,fr Ligue 1,22,2000,20,20,1747,19.4,13,4,17,10,3,3,0,1,9.5,7.2,2.4,9.5,52,51,95,0.67,0.21,0.88,0.52,0.72,0.49,0.12,0.61,0.37,0.49
686965,2024,7,18,24/25,Hellas Verona,Juventus,12800000,3500000,Juan Cabal,,co COL,DF,Hellas Verona,it Serie A,22,2001,22,17,1497,16.6,0,0,0,0,0,0,6,0,0.5,0.5,0.4,0.9,26,70,48,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06
413507,2024,7,18,24/25,Fiorentina,Nottm Forest,12300000,15000000,Nikola Milenković,,rs SRB,DF,Fiorentina,it Serie A,25,1997,34,27,2510,27.9,0,0,0,0,0,0,4,0,0.4,0.4,0.7,1.1,8,81,10,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04
1061282,2025,1,7,24/25,Real Betis,Como,12000000,9000000,Assane Diao,,es ESP,FW,Betis,es La Liga,17,2005,18,13,1048,11.6,2,0,2,2,0,0,4,0,2.5,2.5,0.7,3.2,33,20,101,0.17,0,0.17,0.17,0.17,0.21,0.06,0.28,0.21,0.28
341092,2024,8,29,24/25,Juventus,Liverpool,12000000,35000000,Federico Chiesa,,it ITA,FW,Juventus,it Serie A,25,1997,33,25,2197,24.4,9,2,11,8,1,1,1,0,6.4,5.6,6.2,11.9,111,70,216,0.37,0.08,0.45,0.33,0.41,0.26,0.25,0.52,0.23,0.49
662261,2024,7,10,24/25,Real Madrid,Napoli,12000000,7500000,Rafa Marín,,es ESP,DF,Alavés,es La Liga,21,2002,33,27,2443,27.1,0,0,0,0,0,0,6,0,0.7,0.7,0.3,1,13,77,6,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04
343475,2024,7,1,24/25,Everton,Atalanta BC,12000000,10000000,Ben Godfrey,,eng ENG,DF,Everton,eng Premier League,25,1998,15,13,1120,12.4,0,0,0,0,0,0,2,0,1.7,1.7,0.3,2,11,43,26,0,0,0,0,0,0.14,0.02,0.16,0.14,0.16
842341,2024,7,1,24/25,Montpellier,Burnley,12000000,7000000,Maxime Estève,,fr FRA,DF,Burnley,eng Premier League,21,2002,16,15,1309,14.5,0,0,0,0,0,0,6,0,0.3,0.3,0,0.3,15,40,3,0,0,0,0,0,0.02,0,0.02,0.02,0.02
110864,2024,8,30,24/25,Crystal Palace,Wolves,11900000,10000000,Sam Johnstone,,eng ENG,GK,Crystal Palace,eng Premier League,30,1993,20,20,1796,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627248,2024,7,1,24/25,Everton,Aston Villa,11800000,2500000,Lewis Dobbin,,eng ENG,MF,Everton,eng Premier League,20,2003,12,1,232,2.6,1,0,1,1,0,0,1,0,0.3,0.3,0.5,0.8,6,3,20,0.39,0,0.39,0.39,0.39,0.11,0.19,0.3,0.11,0.3
609556,2024,8,8,24/25,Sheff Utd,Newcastle,11600000,3000000,William Osula,,dk DEN,FW,Sheffield Utd,eng Premier League,19,2003,21,9,786,8.7,0,0,0,0,0,0,4,0,1.6,1.6,0.1,1.7,7,2,41,0,0,0,0,0,0.19,0.01,0.2,0.19,0.2
329145,2025,1,23,24/25,Aston Villa,Fenerbahce,11470000,11000000,Diego Carlos,,br BRA,DF,Aston Villa,eng Premier League,30,1993,27,20,1816,20.2,0,0,0,0,0,0,4,0,1.9,1.9,0.1,2,4,59,1,0,0,0,0,0,0.1,0,0.1,0.1,0.1
565435,2024,8,30,24/25,FC Augsburg,Celtic,11000000,9000000,Arne Engels,,be BEL,"MF,DF",Augsburg,de Bundesliga,19,2003,32,13,1405,15.6,3,2,5,3,0,0,1,1,1.8,1.8,1.2,3,23,52,62,0.19,0.13,0.32,0.19,0.32,0.12,0.08,0.19,0.12,0.19
228948,2024,7,1,24/25,West Ham,Monaco,11000000,10000000,Thilo Kehrer,,de GER,"DF,MF",West Ham,eng Premier League,26,1996,4,0,22,0.2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
41384,2024,7,1,24/25,Bologna,Inter,10900000,4000000,Marko Arnautovic,,at AUT,FW,Inter,it Serie A,34,1989,27,5,801,8.9,5,3,8,5,0,0,0,0,5,5,2.6,7.6,12,20,77,0.56,0.34,0.9,0.56,0.9,0.56,0.29,0.85,0.56,0.85
696589,2024,7,1,24/25,Aston Villa,Everton,10700000,4000000,Tim Iroegbunam,,eng ENG,MF,Aston Villa,eng Premier League,20,2003,9,1,164,1.8,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
807165,2024,7,1,24/25,FC Lorient,Marseille,10500000,6000000,Bamo Meïté,,ci CIV,DF,Marseille,fr Ligue 1,21,2001,16,6,638,7.1,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,11,29,5,0,0,0,0,0,0.01,0,0.01,0.01,0.01
659516,2025,2,3,24/25,Monza,AC Milan,10000000,7000000,Warren Bondo,,fr FRA,MF,Monza,it Serie A,19,2003,25,14,1475,16.4,1,1,2,1,0,0,9,0,0.9,0.9,0.3,1.2,31,43,13,0.06,0.06,0.12,0.06,0.12,0.06,0.02,0.08,0.06,0.08
539134,2025,2,1,24/25,Monza,Atalanta BC,10000000,6000000,Daniel Maldini,,it ITA,"MF,FW",Monza,it Serie A,21,2001,11,2,333,3.7,4,1,5,4,0,0,0,0,1.3,1.3,1.2,2.4,15,10,22,1.08,0.27,1.35,1.08,1.35,0.34,0.31,0.65,0.34,0.65
910905,2024,8,22,24/25,Olympique Lyon,R. Strasbourg,10000000,1000000,Mamadou Sarr,,fr FRA,DF,Lyon,fr Ligue 1,17,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513970,2024,8,13,24/25,Barcelona,Bournemouth,10000000,8000000,Julian Araujo,,mx MEX,DF,Las Palmas,es La Liga,21,2001,25,15,1462,16.2,1,0,1,1,0,0,5,0,0.7,0.7,1.2,1.9,23,74,47,0.06,0,0.06,0.06,0.06,0.04,0.07,0.11,0.04,0.11
780630,2024,7,15,24/25,Man Utd,Villarreal,10000000,5000000,Willy Kambwala,,fr FRA,DF,Manchester Utd,eng Premier League,18,2004,8,3,330,3.7,0,0,0,0,0,0,1,0,0,0,0,0,2,8,1,0,0,0,0,0,0,0,0,0,0
459151,2024,7,12,24/25,Atalanta BC,Bologna,10000000,7000000,Nicolò Cambiaghi,,it ITA,"FW,MF",Empoli,it Serie A,22,2000,37,29,2553,28.4,1,1,2,1,0,0,3,0,3.9,3.9,2.8,6.7,128,63,197,0.04,0.04,0.07,0.04,0.07,0.14,0.1,0.24,0.14,0.24
