id,transfer date,month,year,transfer season,from club name,to club name,transfer fee,market value,player name,,country,position,team,league,age,birth year,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
659543,2024,7,3,24/25,Stade Rennais,FC Nantes,10000000,6000000,Matthis Abline,,fr FRA,FW,Nantes,fr Ligue 1,20,2003,22,12,1044,11.6,5,0,5,5,0,0,1,0,3.8,3.8,2,5.8,28,20,87,0.43,0,0.43,0.43,0.43,0.33,0.17,0.5,0.33,0.5
371021,2024,7,17,24/25,Burnley,Ipswich,9550000,7000000,Arijanet Muric,,xk KVX,GK,Burnley,eng Premier League,24,1998,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,1,0,0,0,0,0,0,0,0.02,0.02,0,0.02
982855,2025,2,3,24/25,Hellas Verona,Lazio,9500000,10000000,Reda Belahyane,,fr FRA,MF,Hellas Verona,it Serie A,19,2004,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0.03,0,0.03,0.03,0.03
392591,2024,8,28,24/25,Luton,Ipswich,9500000,8000000,Chiedozie Ogbene,,ie IRL,"MF,DF",Luton Town,eng Premier League,26,1997,30,20,1995,22.2,4,1,5,4,0,0,1,0,4.2,4.2,3.1,7.4,127,53,150,0.18,0.05,0.23,0.18,0.23,0.19,0.14,0.33,0.19,0.33
1018259,2025,1,2,24/25,Olympique Lyon,TSG Hoffenheim,9000000,10000000,Gift Orban,,ng NGA,FW,Lyon,fr Ligue 1,21,2002,13,5,474,5.3,1,0,1,1,0,0,2,0,1.1,1.1,0,1.1,8,6,33,0.19,0,0.19,0.19,0.19,0.21,0,0.21,0.21,0.21
620598,2024,8,27,24/25,Burnley,VfB Stuttgart,9000000,12000000,Ameen Al,,be BEL,DF,Burnley,eng Premier League,21,2002,13,12,1056,11.7,1,0,1,1,0,0,1,0,1.3,1.3,0.1,1.4,7,35,9,0.09,0,0.09,0.09,0.09,0.11,0.01,0.12,0.11,0.12
893675,2024,8,12,24/25,Stade Reims,Fiorentina,9000000,6000000,Amir Richardson,,ma MAR,MF,Reims,fr Ligue 1,21,2002,28,14,1352,15,3,1,4,3,0,0,4,0,1.6,1.6,1.1,2.8,28,72,40,0.2,0.07,0.27,0.2,0.27,0.11,0.08,0.18,0.11,0.18
366930,2024,7,12,24/25,Man City,Real Sociedad,9000000,10000000,Sergio Gómez,,es ESP,"FW,MF",Manchester City,eng Premier League,22,2000,6,0,53,0.6,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.4,4,2,4,0,1.7,1.7,0,1.7,0.41,0.31,0.73,0.41,0.73
689637,2024,7,1,24/25,Barcelona,Real Betis,9000000,15000000,Chadi Riad,,ma MAR,DF,Betis,es La Liga,20,2003,26,24,2164,24,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.9,4,34,1,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04
73794,2024,7,1,24/25,Atalanta BC,Torino,8600000,8000000,Duván Zapata,,co COL,FW,Torino,it Serie A,32,1991,35,34,2880,32,12,4,16,12,0,0,2,0,10.9,10.9,3,13.9,74,52,242,0.37,0.12,0.5,0.37,0.5,0.34,0.09,0.43,0.34,0.43
569387,2024,8,27,24/25,Lecce,TSG Hoffenheim,8500000,7000000,Valentin Gendrey,,fr FRA,DF,Lecce,it Serie A,23,2000,37,35,3044,33.8,2,3,5,2,0,0,5,0,1.6,1.6,1.6,3.2,76,116,86,0.06,0.09,0.15,0.06,0.15,0.05,0.05,0.1,0.05,0.1
552549,2024,7,10,24/25,Sassuolo,Cruzeiro,8500000,8500000,Matheus Henrique,,br BRA,MF,Sassuolo,it Serie A,25,1997,31,27,2501,27.8,2,2,4,2,0,0,8,1,2.3,2.3,1.6,3.9,43,94,44,0.07,0.07,0.14,0.07,0.14,0.08,0.06,0.14,0.08,0.14
320141,2024,7,1,24/25,Atlético Madrid,Fenerbahce,8500000,10000000,Çağlar Söyüncü,,tr TUR,DF,Atlético Madrid,es La Liga,27,1996,6,1,114,1.3,0,0,0,0,0,0,0,1,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0
607226,2024,7,1,24/25,Salernitana,Lazio,8450000,8000000,Loum Tchaouna,,fr FRA,"FW,MF",Salernitana,it Serie A,19,2003,33,23,2100,23.3,4,3,7,4,0,0,4,0,2.6,2.6,1.5,4.1,72,59,151,0.17,0.13,0.3,0.17,0.3,0.11,0.06,0.18,0.11,0.18
586853,2024,7,1,24/25,Marseille,Genoa,8300000,14000000,Vitinha,,pt POR,"FW,MF",Genoa,it Serie A,23,2000,9,2,285,3.2,2,0,2,2,0,0,2,0,1.1,1.1,0.1,1.3,10,4,21,0.63,0,0.63,0.63,0.63,0.36,0.04,0.4,0.36,0.4
367464,2024,7,1,24/25,Lazio,UD Almería,8100000,5000000,Luís Maximiano,,pt POR,GK,Almería,es La Liga,24,1999,33,33,2970,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323954,2024,7,10,24/25,Udinese Calcio,Cruzeiro,8000000,6000000,Walace,,br BRA,MF,Udinese,it Serie A,28,1995,37,37,3238,36,2,0,2,2,0,0,7,0,0.8,0.8,1.1,1.9,37,127,22,0.06,0,0.06,0.06,0.06,0.02,0.03,0.05,0.02,0.05
646402,2024,7,5,24/25,Real Betis,Olympique Lyon,8000000,7000000,Abner,,br BRA,DF,Betis,es La Liga,23,2000,23,15,1400,15.6,0,1,1,0,0,0,3,0,0.1,0.1,1,1.1,14,33,58,0,0.06,0.06,0,0.06,0.01,0.06,0.07,0.01,0.07
385394,2024,7,1,24/25,Cagliari,Como,8000000,5000000,Alberto Dossena,,it ITA,DF,Cagliari,it Serie A,24,1998,35,33,2977,33.1,2,4,6,2,0,0,5,0,2.2,2.2,2.1,4.3,9,89,2,0.06,0.12,0.18,0.06,0.18,0.07,0.06,0.13,0.07,0.13
490384,2024,7,1,24/25,Juventus,Genoa,8000000,12000000,Koni De Winter,,be BEL,DF,Genoa,it Serie A,21,2002,29,26,2380,26.4,0,1,1,0,0,0,8,1,0.8,0.8,1,1.8,21,76,15,0,0.04,0.04,0,0.04,0.03,0.04,0.07,0.03,0.07
572265,2024,7,1,24/25,Pisa,Udinese,8000000,12000000,Lorenzo Lucca,,it ITA,FW,Udinese,it Serie A,22,2000,37,30,2592,28.8,8,4,12,8,0,0,6,0,7.8,7.8,1.6,9.4,10,18,118,0.28,0.14,0.42,0.28,0.42,0.27,0.06,0.33,0.27,0.33
671915,2024,7,1,24/25,Juventus,Aston Villa,8000000,7500000,Enzo Barrenechea,,ar ARG,MF,Frosinone,it Serie A,22,2001,36,32,2811,31.2,0,1,1,0,0,0,10,0,0.6,0.6,1.7,2.3,10,155,24,0,0.03,0.03,0,0.03,0.02,0.05,0.07,0.02,0.07
496745,2024,7,1,24/25,Spezia Calcio,Bologna,7700000,12000000,Emil Holm,,se SWE,DF,Atalanta,it Serie A,23,2000,22,12,947,10.5,1,1,2,1,0,0,5,0,2.7,2.7,0.8,3.6,28,27,80,0.1,0.1,0.19,0.1,0.19,0.26,0.08,0.34,0.26,0.34
588426,2024,7,17,24/25,UD Las Palmas,Torino,7500000,8000000,Saúl Coco,,gq EQG,DF,Las Palmas,es La Liga,24,1999,30,26,2295,25.5,1,0,1,1,0,0,6,1,1.1,1.1,0,1.1,9,69,1,0.04,0,0.04,0.04,0.04,0.04,0,0.04,0.04,0.04
982267,2024,7,17,24/25,Cagliari,Atalanta BC,7500000,4000000,Ibrahim Sulemana,,gh GHA,MF,Cagliari,it Serie A,20,2003,21,16,1339,14.9,2,0,2,2,0,0,4,0,0.8,0.8,0.1,0.9,15,27,14,0.13,0,0.13,0.13,0.13,0.05,0.01,0.06,0.05,0.06
620477,2024,7,10,24/25,Juventus,Cruzeiro,7200000,4000000,Kaio Jorge,,br BRA,FW,Frosinone,it Serie A,21,2002,20,8,812,9,3,0,3,2,1,2,2,0,5.4,3.8,0.3,4.2,6,11,46,0.33,0,0.33,0.22,0.22,0.6,0.03,0.64,0.43,0.46
389253,2024,8,30,24/25,Sheff Utd,Celtic,7100000,7000000,Auston Trusty,,us USA,DF,Sheffield Utd,eng Premier League,24,1998,32,28,2572,28.6,0,0,0,0,0,0,4,0,0.4,0.4,1.1,1.5,10,40,15,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05
82873,2024,8,1,24/25,Brighton,Bor. Dortmund,7000000,8000000,Pascal Groß,,de GER,"MF,DF",Brighton,eng Premier League,32,1991,36,34,3114,34.6,4,10,14,3,1,1,6,0,6.5,5.7,8.1,13.8,83,302,180,0.12,0.29,0.4,0.09,0.38,0.19,0.24,0.42,0.16,0.4
193033,2024,7,1,24/25,Heidenheim,Bor. M'gladbach,7000000,6000000,Tim Kleindienst,,de GER,FW,Heidenheim,de Bundesliga,27,1995,33,33,2869,31.9,12,3,15,10,2,2,6,0,13.9,12.3,3.3,15.6,40,73,178,0.38,0.09,0.47,0.31,0.41,0.44,0.1,0.54,0.39,0.49
338285,2024,7,1,24/25,Athletic,Celta de Vigo,7000000,7000000,Unai Núñez,,es ESP,DF,Celta Vigo,es La Liga,26,1997,34,31,2801,31.1,1,0,1,1,0,0,4,0,1.4,1.4,0.8,2.2,10,106,2,0.03,0,0.03,0.03,0.03,0.05,0.02,0.07,0.05,0.07
494880,2024,8,3,24/25,Villarreal,Fulham,6700000,6000000,Jorge Cuenca,,es ESP,DF,Villarreal,es La Liga,23,1999,29,21,1963,21.8,3,1,4,3,0,0,7,0,1.2,1.2,0.2,1.5,11,78,30,0.14,0.05,0.18,0.14,0.18,0.06,0.01,0.07,0.06,0.07
568158,2024,7,21,24/25,Alavés,Real Sociedad,6500000,7500000,Javi López,,es ESP,DF,Alavés,es La Liga,21,2002,32,25,2386,26.5,1,3,4,1,0,0,3,0,0.9,0.9,3,4,53,92,120,0.04,0.11,0.15,0.04,0.15,0.04,0.11,0.15,0.04,0.15
332798,2024,9,13,24/25,SC Freiburg,Galatasaray,6000000,15000000,Roland Sallai,,hu HUN,"MF,FW",Freiburg,de Bundesliga,26,1997,27,22,1840,20.4,3,2,5,3,0,1,6,0,7.9,7.1,3.5,10.6,47,41,139,0.15,0.1,0.24,0.15,0.24,0.39,0.17,0.56,0.35,0.52
387687,2024,9,12,24/25,UD Almería,Loko Moscow,6000000,3000000,César Montes,,mx MEX,DF,Almería,es La Liga,26,1997,21,21,1788,19.9,0,0,0,0,0,0,5,0,0.7,0.7,0.2,0.9,7,52,2,0,0,0,0,0,0.04,0.01,0.04,0.04,0.04
676318,2024,8,21,24/25,Man Utd,Panathinaikos,6000000,10000000,Facundo Pellistri,,uy URU,"FW,MF",Manchester Utd,eng Premier League,21,2001,9,1,172,1.9,0,1,1,0,0,0,0,0,0.7,0.7,0.1,0.8,6,6,31,0,0.52,0.52,0,0.52,0.38,0.05,0.43,0.38,0.43
711980,2024,7,26,24/25,Stade Rennais,R. Strasbourg,6000000,7000000,Guela Doué,,ci CIV,DF,Rennes,fr Ligue 1,20,2002,24,13,1234,13.7,0,2,2,0,0,0,1,1,0.5,0.5,1.1,1.6,41,53,85,0,0.15,0.15,0,0.15,0.04,0.08,0.12,0.04,0.12
811778,2024,7,1,24/25,Man Utd,Benfica,6000000,7000000,Álvaro Carreras,,es ESP,"MF,FW",Granada,es La Liga,20,2003,13,5,475,5.3,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.8,13,14,31,0,0,0,0,0,0.07,0.08,0.15,0.07,0.15
938158,2024,7,1,24/25,Barcelona,Chelsea,6000000,7500000,Marc Guiu,,es ESP,"FW,MF",Barcelona,es La Liga,17,2006,3,1,74,0.8,1,0,1,1,0,0,1,0,0.8,0.8,0.3,1,1,1,8,1.22,0,1.22,1.22,1.22,0.92,0.32,1.24,0.92,1.24
465717,2024,7,20,24/25,Sheff Utd,Leeds,5950000,3800000,Jayden Bogle,,eng ENG,DF,Sheffield Utd,eng Premier League,23,2000,34,32,2788,31,3,0,3,3,0,0,9,0,2.3,2.3,1,3.3,38,60,92,0.1,0,0.1,0.1,0.1,0.07,0.03,0.11,0.07,0.11
108354,2024,8,23,24/25,Crystal Palace,Leicester,5900000,4000000,Jordan Ayew,,gh GHA,"FW,MF",Crystal Palace,eng Premier League,31,1991,35,30,2543,28.3,4,7,11,4,0,0,9,1,3.9,3.9,4.2,8.1,74,63,173,0.14,0.25,0.39,0.14,0.39,0.14,0.15,0.29,0.14,0.29
131978,2024,7,1,24/25,Luton,Aston Villa,5900000,8000000,Ross Barkley,,eng ENG,MF,Luton Town,eng Premier League,29,1993,32,30,2618,29.1,5,4,9,5,0,0,6,0,4.1,4.1,3.7,7.9,48,163,39,0.17,0.14,0.31,0.17,0.31,0.14,0.13,0.27,0.14,0.27
646829,2024,7,1,24/25,Hammarby,FC Lorient,5700000,2500000,Nathaniel Adjei,,gh GHA,DF,Lorient,fr Ligue 1,20,2002,15,14,1243,13.8,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,10,34,4,0,0,0,0,0,0.03,0.01,0.03,0.03,0.03
607034,2025,1,27,24/25,Montpellier,Sevilla FC,5500000,9000000,Akor Adams,,ng NGA,FW,Montpellier,fr Ligue 1,23,2000,32,27,2252,25,8,1,9,8,0,0,2,0,12.4,12.4,1.9,14.3,40,17,127,0.32,0.04,0.36,0.32,0.36,0.5,0.07,0.57,0.5,0.57
277179,2024,7,1,24/25,RB Leipzig,AS Roma,5200000,8000000,Angeliño,,es ESP,DF,Roma,it Serie A,26,1997,16,14,1141,12.7,0,1,1,0,0,0,2,0,0.2,0.2,1.6,1.7,12,40,55,0,0.08,0.08,0,0.08,0.01,0.12,0.14,0.01,0.14
651005,2025,2,3,24/25,Paris SG,Fiorentina,5000000,4000000,Cher Ndour,,it ITA,MF,Paris S-G,fr Ligue 1,19,2004,3,0,28,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
345458,2024,8,30,24/25,FC Empoli,Torino,5000000,2500000,Sebastian Walukiewicz,,pl POL,DF,Empoli,it Serie A,23,2000,27,23,2055,22.8,0,0,0,0,0,0,6,0,0.1,0.1,0.1,0.2,14,45,5,0,0,0,0,0,0.01,0,0.01,0.01,0.01
348795,2024,8,30,24/25,Tottenham,Real Betis,5000000,16000000,Giovani Lo Celso,,ar ARG,MF,Tottenham,eng Premier League,27,1996,22,4,506,5.6,2,2,4,2,0,0,2,0,0.6,0.6,1.9,2.5,25,68,29,0.36,0.36,0.71,0.36,0.71,0.1,0.34,0.45,0.1,0.45
955253,2024,8,29,24/25,FC Nantes,Wolves,5000000,800000,Bastien Meupiyou,,fr FRA,DF,Nantes,fr Ligue 1,17,2006,1,1,8,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491296,2024,8,22,24/25,Burnley,Lens,5000000,9000000,Anass Zaroury,,ma MAR,"FW,MF",Burnley,eng Premier League,22,2000,6,1,152,1.7,0,0,0,0,0,0,0,1,0.2,0.2,0,0.2,2,2,12,0,0,0,0,0,0.1,0.02,0.12,0.1,0.12
516722,2024,8,3,24/25,Ferencváros,Spartak Moscow,5000000,4000000,Marquinhos,,br BRA,"FW,MF",Nantes,fr Ligue 1,20,2003,7,1,154,1.7,0,0,0,0,0,0,0,0,0.3,0.3,0.7,1,2,4,11,0,0,0,0,0,0.15,0.43,0.58,0.15,0.58
539134,2024,7,31,24/25,AC Milan,Monza,5000000,4500000,Daniel Maldini,,it ITA,"MF,FW",Monza,it Serie A,21,2001,11,2,333,3.7,4,1,5,4,0,0,0,0,1.3,1.3,1.2,2.4,15,10,22,1.08,0.27,1.35,1.08,1.35,0.34,0.31,0.65,0.34,0.65
175639,2024,7,25,24/25,Marseille,OGC Nice,5000000,12000000,Jonathan Clauss,,fr FRA,DF,Marseille,fr Ligue 1,30,1992,27,25,2068,23,3,4,7,3,0,0,2,1,1.3,1.3,4.6,5.9,59,137,172,0.13,0.17,0.3,0.13,0.3,0.06,0.2,0.26,0.06,0.26
392966,2024,7,17,24/25,Atalanta BC,Cagliari,5000000,3000000,Nadir Zortea,,it ITA,DF,Frosinone,it Serie A,24,1999,14,14,1258,14,1,5,6,1,0,0,3,0,0.4,0.4,2.8,3.3,31,42,71,0.07,0.36,0.43,0.07,0.43,0.03,0.2,0.23,0.03,0.23
374954,2024,7,1,24/25,E. Frankfurt,FC Augsburg,5000000,6500000,Kristijan Jakic,,hr CRO,"MF,FW",Eint Frankfurt,de Bundesliga,26,1997,4,1,200,2.2,0,0,0,0,0,0,1,0,0,0,0.2,0.2,3,11,9,0,0,0,0,0,0.02,0.08,0.1,0.02,0.1
433183,2024,7,1,24/25,Man City,Wolves,5000000,10000000,Tommy Doyle,,eng ENG,MF,Wolves,eng Premier League,21,2001,26,11,1222,13.6,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.9,21,81,17,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06
518505,2024,7,1,24/25,Union Berlin,VfB Stuttgart,5000000,9000000,Jamie Leweling,,de GER,"FW,MF",Stuttgart,de Bundesliga,22,2001,34,17,1523,16.9,4,4,8,4,0,0,3,0,6.1,6.1,3.2,9.3,65,35,172,0.24,0.24,0.47,0.24,0.47,0.36,0.19,0.55,0.36,0.55
645774,2024,7,1,24/25,Werder Bremen,SC Freiburg,5000000,12000000,Eren Dinkçi,,de GER,"FW,MF",Heidenheim,de Bundesliga,21,2001,33,33,2650,29.4,10,5,15,10,0,0,8,0,4.3,4.3,3.7,8,85,89,143,0.34,0.17,0.51,0.34,0.51,0.15,0.13,0.27,0.15,0.27
443331,2024,7,1,24/25,VfL Bochum,SC Freiburg,4800000,7000000,Patrick Osterhage,,de GER,MF,Bochum,de Bundesliga,23,2000,24,21,1861,20.7,2,1,3,2,0,0,5,0,1.4,1.4,0.8,2.2,26,64,65,0.1,0.05,0.15,0.1,0.15,0.07,0.04,0.11,0.07,0.11
855134,2024,7,1,24/25,Olympique Lyon,Werder Bremen,4750000,4000000,Skelly Alvero,,fr FRA,MF,Lyon,fr Ligue 1,21,2002,8,6,426,4.7,1,0,1,1,0,0,2,0,0.4,0.4,0,0.4,3,27,13,0.21,0,0.21,0.21,0.21,0.09,0,0.09,0.09,0.09
327251,2025,1,10,24/25,VfL Wolfsburg,RB Leipzig,4500000,7000000,Ridle Baku,,de GER,"DF,MF",Wolfsburg,de Bundesliga,25,1998,33,22,2013,22.4,1,0,1,1,0,0,4,0,1.8,1.8,3,4.8,37,85,130,0.04,0,0.04,0.04,0.04,0.08,0.13,0.21,0.08,0.21
325223,2024,8,30,24/25,Olympique Lyon,Stade Brestois,4500000,4000000,Mama Baldé,,gw GNB,"FW,MF",Lyon,fr Ligue 1,27,1995,20,4,551,6.1,2,3,5,2,0,0,1,0,3.4,3.4,2.3,5.7,23,11,73,0.33,0.49,0.82,0.33,0.82,0.55,0.38,0.94,0.55,0.94
852024,2024,7,22,24/25,Sheff Utd,FC Basel,4500000,4000000,Benie Traoré,,ci CIV,"FW,MF",Sheffield Utd,eng Premier League,20,2002,8,3,387,4.3,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,7,9,14,0,0,0,0,0,0.06,0.13,0.19,0.06,0.19
167727,2024,7,1,24/25,AS Roma,Como,4500000,5000000,Andrea Belotti,,it ITA,FW,Fiorentina,it Serie A,29,1993,15,11,949,10.5,3,0,3,3,0,0,0,0,3.7,3.7,0.7,4.4,10,15,60,0.28,0,0.28,0.28,0.28,0.35,0.07,0.41,0.35,0.41
261905,2024,7,1,24/25,Hertha BSC,Hellas Verona,4500000,5000000,Suat Serdar,,de GER,MF,Hellas Verona,it Serie A,26,1997,25,19,1659,18.4,0,2,2,0,0,0,7,0,1,1,1.4,2.4,20,68,36,0,0.11,0.11,0,0.11,0.05,0.07,0.13,0.05,0.13
336869,2024,7,1,24/25,Leeds,Real Betis,4500000,9000000,Marc Roca,,es ESP,MF,Betis,es La Liga,26,1996,26,24,1980,22,2,2,4,2,0,0,5,0,1.1,1.1,1.4,2.5,24,126,20,0.09,0.09,0.18,0.09,0.18,0.05,0.06,0.12,0.05,0.12
713787,2024,7,1,24/25,EC Bahia,Lens,4500000,2000000,Jhoanner Chávez,,ec ECU,DF,Lens,fr Ligue 1,21,2002,8,6,481,5.3,0,0,0,0,0,0,1,0,0.3,0.3,0.5,0.8,4,15,19,0,0,0,0,0,0.06,0.08,0.14,0.06,0.14
345590,2024,7,1,24/25,AZ Alkmaar,Bologna,4280000,4500000,Jens Odgaard,,dk DEN,"FW,MF",Bologna,it Serie A,24,1999,10,5,431,4.8,2,0,2,2,0,0,1,0,1.5,1.5,0.1,1.5,9,9,30,0.42,0,0.42,0.42,0.42,0.31,0.01,0.32,0.31,0.32
346849,2024,7,20,24/25,Darmstadt 98,Birmingham,4150000,3000000,Christoph Klarer,,at AUT,DF,Darmstadt 98,de Bundesliga,23,2000,30,28,2354,26.2,2,2,4,2,0,0,9,0,1.2,1.2,0.9,2.1,9,64,11,0.08,0.08,0.15,0.08,0.15,0.05,0.04,0.08,0.05,0.08
164771,2024,9,4,24/25,Marseille,Olympique Lyon,4000000,15000000,Jordan Veretout,,fr FRA,MF,Marseille,fr Ligue 1,30,1993,29,24,2183,24.3,1,2,3,1,0,0,4,0,2.9,2.9,5,7.9,53,194,81,0.04,0.08,0.12,0.04,0.12,0.12,0.21,0.33,0.12,0.33
390177,2024,8,30,24/25,Sassuolo,Rangers,4000000,4500000,Nedim Bajrami,,al ALB,"MF,FW",Sassuolo,it Serie A,24,1999,28,15,1310,14.6,2,2,4,2,0,0,0,0,2.5,2.5,2.2,4.7,51,49,70,0.14,0.14,0.27,0.14,0.27,0.17,0.15,0.33,0.17,0.33
671594,2024,8,30,24/25,Stade Reims,Stade Brestois,4000000,5000000,Kamory Doumbia,,ml MLI,MF,Brest,fr Ligue 1,20,2003,25,7,879,9.8,6,5,11,6,0,0,1,0,4.2,4.2,0.9,5,22,48,43,0.61,0.51,1.13,0.61,1.13,0.43,0.09,0.52,0.43,0.52
422281,2024,8,24,24/25,Clermont Foot,Trabzonspor,4000000,6000000,Muhammed Cham,,at AUT,"MF,FW",Clermont Foot,fr Ligue 1,22,2000,33,29,2554,28.4,8,4,12,4,4,5,4,0,9.4,5.5,3.1,8.7,71,161,142,0.28,0.14,0.42,0.14,0.28,0.33,0.11,0.44,0.19,0.31
339699,2024,8,17,24/25,RCD Mallorca,Krasnodar,4000000,3000000,Giovanni González,,uy URU,DF,Mallorca,es La Liga,28,1994,34,27,2464,27.4,1,1,2,1,0,0,6,0,0.5,0.5,1.4,1.8,28,91,95,0.04,0.04,0.07,0.04,0.07,0.02,0.05,0.07,0.02,0.07
246968,2024,8,13,24/25,Real Betis,Villarreal,4000000,7000000,Ayoze Pérez,,es ESP,FW,Betis,es La Liga,30,1993,31,29,2294,25.5,9,1,10,9,0,0,4,0,7.4,7.4,3.9,11.3,90,80,175,0.35,0.04,0.39,0.35,0.39,0.29,0.15,0.44,0.29,0.44
569384,2024,8,6,24/25,Inter,Sevilla FC,4000000,6000000,Lucien Agoume,,fr FRA,MF,Inter,it Serie A,21,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
